country_origin,hs_code,hs_description,period_value,ytd_value,share_of_total,period_value_teu,ytd_value_teu,share_of_total_teu,period_value_shipment,ytd_value_shipment,share_of_total_shipment,period_value_container,ytd_value_container,share_of_total_container,period_value_vrac,ytd_value_vrac,share_of_total_vrac
INDIA,9609,"Pencils (not of heading no. 9608), crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks",26002.28,26002.28,0.006455220820294925,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDIA,9617,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners",20108.190000000002,20108.190000000002,0.00499197788603331,6.0,6.0,0.052629270646024295,3,3,0.0612119975515201,3,3,0.042967631051274706,0,0,0.0
INDIA,9999,Commodities not specified according to kind,247494.72,247494.72,0.06144203775426858,52.0,52.0,0.45612034559887726,8,8,0.16323199347072026,24,24,0.34374104841019765,0,0,0.0
INDONESIA,0907,"Cloves (whole fruit, cloves and stems)",25602.0,25602.0,0.006355848927139877,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDONESIA,1511,"Palm oil and its fractions; whether or not refined, but not chemically modified",5324995.67,5324995.67,1.3219618786108112,211.0,211.0,1.8507960177185212,21,21,0.4284839828606407,211,211,3.0220567172729877,0,0,0.0
INDONESIA,1515,"Fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined; but not chemically modified",963166.8400000001,963166.8400000001,0.2391119024556951,43.0,43.0,0.3771764396298408,11,11,0.22444399102224036,38,38,0.5442566599828129,0,0,0.0
INDONESIA,1516,"Animal or vegetable fats and oils and their fractions; partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",21504.26,21504.26,0.005338560575343214,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDONESIA,3401,"Soap; organic surface-active preparations used as soap, skin washing, in bars, cakes, moulded pieces, shapes, liquid or cream, containing soap or not; for retail, paper, wadding, felt and nonwovens, i",316934.28,316934.28,0.07868082194796694,20.0,20.0,0.17543090215341434,8,8,0.16323199347072026,12,12,0.17187052420509882,0,0,0.0
INDONESIA,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",26940.51,26940.51,0.0066881420037536565,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDONESIA,4820,"Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard",96379.52,96379.52,0.02392678965667746,8.0,8.0,0.07017236086136573,1,1,0.020403999183840033,4,4,0.057290174735032943,0,0,0.0
INDONESIA,7016,"Glass; paving blocks, slabs, bricks, tiles etc, of pressed, moulded glass, whether or not wired, glass smallwares for decorative purposes leaded lights and the like; multicellular or foam glass",51564.0,51564.0,0.01280106999761896,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
INDONESIA,8502,Electric generating sets and rotary converters,24930.0,24930.0,0.006189020926240026,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDONESIA,9619,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material",24146.82,24146.82,0.0059945918284055825,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
INDONESIA,9999,Commodities not specified according to kind,67095.4,67095.4,0.01665683251722603,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,4,4,0.057290174735032943,0,0,0.0
IRELAND,0203,"Meat of swine; fresh, chilled or frozen",53801.229999999996,53801.229999999996,0.013356475664959993,4.25,4.25,0.03727906670760055,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
IRELAND,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",26950.0,26950.0,0.00669049795275446,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
IRELAND,3006,Pharmaceutical goods,23336.0,23336.0,0.005793300936010318,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
ISRAEL,7206,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading no. 7203),26260.7,26260.7,0.006519375123855252,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
ITALY,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",261690.0,261690.0,0.06496610052899127,20.0,20.0,0.17543090215341434,9,9,0.1836359926545603,10,10,0.14322543683758235,0,0,0.0
ITALY,2106,Food preparations not elsewhere specified or included,17355.0,17355.0,0.004308482076810896,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
ITALY,3917,"Tubes, pipes and hoses and fittings thereof (for example, joints, elbows, flanges), of plastics",18322.0,18322.0,0.004548545584058153,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
ITALY,4011,"New pneumatic tyres, of rubber",5880.0,5880.0,0.0014597450078737003,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
ITALY,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",14903.0,14903.0,0.003699758478289414,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,4,4,0.057290174735032943,0,0,0.0
ITALY,8428,"Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426 or 8427 (e.g. lifts, escalators, conveyors, teleferics)",80700.0,80700.0,0.020034255465205375,8.0,8.0,0.07017236086136573,2,2,0.040807998367680065,4,4,0.057290174735032943,0,0,0.0
ITALY,8502,Electric generating sets and rotary converters,10740.0,10740.0,0.0026662689429529833,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
JAMAICA,2009,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter",9707.28,9707.28,0.0024098900544272475,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
JAPAN,4011,"New pneumatic tyres, of rubber",10816.0,10816.0,0.0026851363954357044,4.25,4.25,0.03727906670760055,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
JAPAN,8502,Electric generating sets and rotary converters,12870.0,12870.0,0.0031950541243766194,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
JAPAN,8702,Vehicles; public transport passenger type,6170.0,6170.0,0.0015317392344525052,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
JAPAN,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",27095.0,27095.0,0.006726495066043862,10.0,10.0,0.08771545107670717,1,1,0.020403999183840033,5,5,0.07161271841879117,0,0,0.0
JAPAN,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",26190.0,26190.0,0.006501823427927247,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
JAPAN,9999,Commodities not specified according to kind,83707.6,83707.6,0.0207809100716137,8.0,8.0,0.07017236086136573,3,3,0.0612119975515201,4,4,0.057290174735032943,0,0,0.0
LATVIA,9999,Commodities not specified according to kind,4620.0,4620.0,0.0011469425061864788,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
LEBANON,2009,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter",20889.0,20889.0,0.005185818617257436,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MALAYSIA,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,233644.16999999998,233644.16999999998,0.058003556254471796,18.0,18.0,0.1578878119380729,4,4,0.08161599673536013,9,9,0.1289028931538241,0,0,0.0
MALAYSIA,4015,"Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber",8688.0,8688.0,0.002156847725919508,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,12351.6,12351.6,0.0030663582379681625,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,1602,"Prepared or preserved meat, meat offal or blood",16982.56,16982.56,0.004216021629407414,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",4189.0,4189.0,0.0010399441901331515,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
MEXICO,2203,Beer made from malt,51579.68,51579.68,0.012804962650973289,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
MEXICO,2835,"Phosphinates (hypophosphites), phosphonates (phosphites), and phosphates; and polyphosphates, whether or not chemically defined",2312.5,2312.5,0.0005740918929775394,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,3302,"Odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferou",6480.0,6480.0,0.0016086985801057106,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,3303,Perfumes and toilet waters,6353.0,6353.0,0.0015771700739832684,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,3808,"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products, plant growth regulators, disinfectants and the like, put up in forms or packings for retail sale or as preparations or arti",17201.4,17201.4,0.0042703499623195015,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,3901,"Polymers of ethylene, in primary forms",53650.0,53650.0,0.013318931917078915,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
MEXICO,7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated",15150.0,15150.0,0.0037610776988582584,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,7321,"Stoves, ranges, grates, cookers (those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances and parts, of iron or st",3786.8,3786.8,0.0009400956455469606,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,8204,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), interchangeable spanner sockets, with or without handles",39780.0,39780.0,0.009875621838982279,6.0,6.0,0.052629270646024295,1,1,0.020403999183840033,3,3,0.042967631051274706,0,0,0.0
MEXICO,8421,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus for liquids or gases",8577.0,8577.0,0.0021292913150565865,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,8461,"Machine-tools; for planing, shaping, slotting, broaching, gear cutting and grinding, finishing, sawing, cutting off and other tools working by removing metal, sintered metal carbides or cermets n.e.c.",3945.4,3945.4,0.0009794690398069552,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,8506,Cells and batteries; primary,25342.0,25342.0,0.006291302379172672,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,8515,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1043.0,1043.0,0.00025893095972997777,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,8516,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545",9053.0,9053.0,0.0022474611490273144,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MEXICO,9619,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material",24761.0,24761.0,0.0061470656700613425,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
MEXICO,9999,Commodities not specified according to kind,20409.0,20409.0,0.005066655759471828,4.25,4.25,0.03727906670760055,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
MOROCCO,0302,"Fish; fresh or chilled, excluding fish fillets and other fish meat of heading 0304",29120.0,29120.0,0.007229213372326897,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
MOROCCO,0405,Butter and other fats and oils derived from milk; dairy spreads,23551.0,23551.0,0.005846675966060122,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
NETHERLAND ANTILLES,2709,Petroleum oils and oils obtained from bituminous minerals; crude,6264943.0,6264943.0,1.5553093994665448,0.0,0.0,0.0,2,2,0.040807998367680065,0,0,0.0,2,2,0.12978585334198572
NETHERLAND ANTILLES,8702,Vehicles; public transport passenger type,600.0,600.0,0.00014895357223201024,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
NETHERLANDS,0203,"Meat of swine; fresh, chilled or frozen",1071870.1,1071870.1,0.26609813393947007,76.5,76.5,0.6710232007368098,24,24,0.4896959804121608,38,38,0.5442566599828129,0,0,0.0
NETHERLANDS,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",114177.99,114177.99,0.02834536580128457,8.0,8.0,0.07017236086136573,2,2,0.040807998367680065,4,4,0.057290174735032943,0,0,0.0
NETHERLANDS,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,2251000.76,2251000.76,0.5588243404982831,118.0,118.0,1.0350423227051444,10,10,0.20403999183840033,113,113,1.6184474362646806,0,0,0.0
NETHERLANDS,0406,Cheese and curd,64637.42,64637.42,0.016046624348101304,7.0,7.0,0.061400815753695014,7,7,0.14282799428688023,7,7,0.10025780578630765,0,0,0.0
NETHERLANDS,0703,"Onions, shallots, garlic, leeks and other alliaceous vegetables; fresh or chilled",556143.0,556143.0,0.13806581086971145,38.0,38.0,0.3333187140914872,13,13,0.26525198938992045,19,19,0.27212832999140646,0,0,0.0
NETHERLANDS,1517,"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils of heading no. 1516",26040.54,26040.54,0.006464719093084253,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
NETHERLANDS,2106,Food preparations not elsewhere specified or included,19496.2,19496.2,0.004840047724916197,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
NETHERLANDS,2203,Beer made from malt,243474.0,243474.0,0.06044387007602743,20.0,20.0,0.17543090215341434,1,1,0.020403999183840033,10,10,0.14322543683758235,0,0,0.0
NETHERLANDS,3006,Pharmaceutical goods,36544.409999999996,36544.409999999996,0.009072367357685327,11.0,11.0,0.09648699618437788,7,7,0.14282799428688023,7,7,0.10025780578630765,0,0,0.0
NETHERLANDS,4809,"Carbon paper, self copy paper, and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets",24556.0,24556.0,0.0060961731995487385,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
NETHERLANDS,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",23500.0,23500.0,0.005834014912420401,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
NETHERLANDS,6309,Textiles; worn clothing and other worn articles,27900.0,27900.0,0.0069263411087884755,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
NETHERLANDS,7612,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",202007.97000000003,202007.97000000003,0.0501496812513946,18.0,18.0,0.1578878119380729,1,1,0.020403999183840033,9,9,0.1289028931538241,0,0,0.0
NETHERLANDS,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",4840.0,4840.0,0.0012015588160048825,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
NETHERLANDS,8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof",20711.0,20711.0,0.005141629057495273,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
NETHERLANDS,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",9225.7,9225.7,0.0022903349522347617,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
NICARAGUA,1701,"Cane or beet sugar and chemically pure sucrose, in solid form",5225167.04,5225167.04,1.2971788268615985,8.0,8.0,0.07017236086136573,7,7,0.14282799428688023,8,8,0.11458034947006589,6,6,0.3893575600259572
NORWAY,0305,"Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption",29689.0,29689.0,0.007370471009993587,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
NORWAY,1517,"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils of heading no. 1516",134940.0,134940.0,0.0334996583949791,10.0,10.0,0.08771545107670717,5,5,0.10201999591920016,5,5,0.07161271841879117,0,0,0.0
OMAN,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",88839.8,88839.8,0.022055009277295572,8.0,8.0,0.07017236086136573,1,1,0.020403999183840033,4,4,0.057290174735032943,0,0,0.0
PAKISTAN,1006,Rice,6470495.2,6470495.2,1.6063389569167925,248.0,248.0,2.175343186702338,7,7,0.14282799428688023,248,248,3.5519908335720425,0,0,0.0
PAKISTAN,1704,"Sugar confectionery (including white chocolate), not containing cocoa",112820.0,112820.0,0.028008236698692325,8.0,8.0,0.07017236086136573,1,1,0.020403999183840033,4,4,0.057290174735032943,0,0,0.0
PAKISTAN,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",49551.0,49551.0,0.012301330762780565,5.25,5.25,0.04605061181527126,3,3,0.0612119975515201,3,3,0.042967631051274706,0,0,0.0
PAKISTAN,6309,Textiles; worn clothing and other worn articles,46557.58,46557.58,0.011558196425795992,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
PANAMA,0703,"Onions, shallots, garlic, leeks and other alliaceous vegetables; fresh or chilled",174400.0,174400.0,0.04329583832877097,12.0,12.0,0.10525854129204859,2,2,0.040807998367680065,6,6,0.08593526210254941,0,0,0.0
PANAMA,1301,"Lac; natural gums, resins, gum-resins and oleoresins (for example, balsams)",15330.0,15330.0,0.0038057637705278613,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PANAMA,1509,"Olive oil and its fractions; whether or not refined, but not chemically modified",54000.0,54000.0,0.013405821500880922,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
PANAMA,1511,"Palm oil and its fractions; whether or not refined, but not chemically modified",127300.0,127300.0,0.03160298290855817,5.0,5.0,0.043857725538353584,1,1,0.020403999183840033,5,5,0.07161271841879117,0,0,0.0
PANAMA,1701,"Cane or beet sugar and chemically pure sucrose, in solid form",1178320.0,1178320.0,0.2925249553873705,47.0,47.0,0.41226262006052367,4,4,0.08161599673536013,47,47,0.6731595531366371,0,0,0.0
PANAMA,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",24876.0,24876.0,0.006175615104739144,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PANAMA,2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,75200.0,75200.0,0.018668847719745283,4.0,4.0,0.035086180430682866,4,4,0.08161599673536013,4,4,0.057290174735032943,0,0,0.0
PANAMA,2918,"Acids; carboxylic acid with additional oxygen function and their anhydrides, halides, peroxides, peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",24894.0,24894.0,0.006180083711906105,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PANAMA,3303,Perfumes and toilet waters,60807.340000000004,60807.340000000004,0.015095784184877342,17.0,17.0,0.1491162668304022,8,8,0.16323199347072026,9,9,0.1289028931538241,0,0,0.0
PANAMA,4011,"New pneumatic tyres, of rubber",64394.16,64394.16,0.015986233604799373,8.0,8.0,0.07017236086136573,1,1,0.020403999183840033,4,4,0.057290174735032943,0,0,0.0
PANAMA,4818,"Toilet paper, width 36cm or less or cut to size/shape; handkerchiefs, tissues, towels, serviettes, bed sheets and similar household or hospital articles, apparel and clothing accessories of paper pulp",26384.61,26384.61,0.006550136519080699,6.0,6.0,0.052629270646024295,1,1,0.020403999183840033,3,3,0.042967631051274706,0,0,0.0
PANAMA,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",46850.0,46850.0,0.011630791431782798,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
PANAMA,6309,Textiles; worn clothing and other worn articles,76655.56,76655.56,0.01903019915574199,9.5,9.5,0.0833296785228718,4,4,0.08161599673536013,5,5,0.07161271841879117,0,0,0.0
PANAMA,6704,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair, n.e.c. or included",53988.979999999996,53988.979999999996,0.013403085720270927,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
PANAMA,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass",256377.0,256377.0,0.06364711664687682,22.0,22.0,0.19297399236875576,2,2,0.040807998367680065,11,11,0.15754798052134059,0,0,0.0
PANAMA,7311,"Containers for compressed or liquefied gas, of iron or steel",56253.0,56253.0,0.013965142164612119,6.0,6.0,0.052629270646024295,1,1,0.020403999183840033,3,3,0.042967631051274706,0,0,0.0
PANAMA,8418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air conditioning machines of heading no. 8415",34417.0,34417.0,0.008544225159181826,10.0,10.0,0.08771545107670717,2,2,0.040807998367680065,5,5,0.07161271841879117,0,0,0.0
PANAMA,8474,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores in solid form, shaping, moulding machinery for solid mineral fuels",16678.91,16678.91,0.00414063870906033,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PANAMA,8502,Electric generating sets and rotary converters,8455.0,8455.0,0.002099004088702744,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PANAMA,8504,"Electric transformers, static converters (e.g. rectifiers) and inductors",26232.0,26232.0,0.006512250177983487,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PANAMA,8509,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08.",10568.0,10568.0,0.00262356891891314,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PANAMA,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audi",6523.8,6523.8,0.0016195721908786472,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PANAMA,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or rep",3577.4,3577.4,0.000888110848837989,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PANAMA,9619,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material",15979.32,15979.32,0.003966961326397343,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
PANAMA,9999,Commodities not specified according to kind,272627.74,272627.74,0.06768145960423284,30.75,30.75,0.2697250120608745,16,16,0.3264639869414405,16,16,0.22916069894013177,0,0,0.0
PERU,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",28080.0,28080.0,0.006971027180458079,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PERU,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,2480440.0,2480440.0,0.6157839978452792,116.0,116.0,1.0174992324898031,21,21,0.4284839828606407,116,116,1.6614150673159553,0,0,0.0
PERU,0405,Butter and other fats and oils derived from milk; dairy spreads,19670.0,19670.0,0.0048831946096727355,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PERU,0703,"Onions, shallots, garlic, leeks and other alliaceous vegetables; fresh or chilled",789035.0,789035.0,0.19588263644347365,59.75,59.75,0.5240998201833252,28,28,0.5713119771475209,28,28,0.4010312231452306,0,0,0.0
PERU,1902,"Pasta; whether or not cooked or stuffed with meat or other substance, or otherwise prepared, egg spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared",27790.0,27790.0,0.006899032953879274,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PERU,3303,Perfumes and toilet waters,11020.0,11020.0,0.002735780609994588,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PERU,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",102000.0,102000.0,0.02532210727944174,12.0,12.0,0.10525854129204859,2,2,0.040807998367680065,6,6,0.08593526210254941,0,0,0.0
PERU,4011,"New pneumatic tyres, of rubber",13900.0,13900.0,0.003450757756708237,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
